Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w101,s3-gyc,2018-06-27 13:23:39,2018-06-27 13:35:21,2018-06-27 13:40:24,read,finished,queuing @ 2018-06-27 13:23:39,processing @ 2018-06-27 13:35:21,finished @ 2018-06-27 13:40:24
w102,s3-gyc,2018-06-27 14:07:47,2018-06-27 14:07:47,2018-06-27 14:12:42,init write,cancelled,queuing @ 2018-06-27 14:07:47,processing @ 2018-06-27 14:07:47,cancelled @ 2018-06-27 14:12:42
w103,s3-gyc,2018-06-27 14:07:51,2018-06-27 14:12:43,2018-06-27 14:12:43,read,cancelled,queuing @ 2018-06-27 14:07:51,processing @ 2018-06-27 14:12:43,cancelled @ 2018-06-27 14:12:43
w104,s3-gyc,2018-06-27 14:20:27,2018-06-27 14:20:27,2018-06-27 14:26:36,init write,cancelled,queuing @ 2018-06-27 14:20:27,processing @ 2018-06-27 14:20:27,cancelled @ 2018-06-27 14:26:36
w105,s3-gyc,2018-06-27 14:31:00,2018-06-27 14:31:00,2018-06-27 14:43:46,init write,finished,queuing @ 2018-06-27 14:31:00,processing @ 2018-06-27 14:31:00,finished @ 2018-06-27 14:43:46
w106,s3-gyc,2018-06-27 15:28:58,2018-06-27 15:28:58,2018-06-27 15:40:50,init write,finished,queuing @ 2018-06-27 15:28:58,processing @ 2018-06-27 15:28:58,finished @ 2018-06-27 15:40:50
w107,s3-gyc,2018-06-27 15:43:21,2018-06-27 15:43:21,2018-06-27 15:48:24,read,finished,queuing @ 2018-06-27 15:43:21,processing @ 2018-06-27 15:43:21,finished @ 2018-06-27 15:48:24
w108,s3-gyc,2018-06-27 15:51:18,2018-06-27 15:51:18,2018-06-27 16:03:20,init write,finished,queuing @ 2018-06-27 15:51:18,processing @ 2018-06-27 15:51:18,finished @ 2018-06-27 16:03:20
w109,s3-gyc,2018-06-27 15:51:24,2018-06-27 16:03:20,2018-06-27 16:08:18,read,finished,queuing @ 2018-06-27 15:51:24,processing @ 2018-06-27 16:03:20,finished @ 2018-06-27 16:08:18
w110,s3-gyc,2018-06-27 16:23:37,2018-06-27 16:23:37,2018-06-27 16:35:42,init write,finished,queuing @ 2018-06-27 16:23:37,processing @ 2018-06-27 16:23:37,finished @ 2018-06-27 16:35:42
