Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w120-s2-write-2,write,2678,10712000000,64,14053.07,13993.83,15150,18620,21280,25180,30070,31440,4.55,18219451.93,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)MB
w120-s2-write-3,write,2247,8988000000,64,16639.44,16560.72,18670,25660,28220,30060,30140,30720,3.85,15383704.98,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)MB
w120-s2-write-4,write,2527,10108000000,64,14898.45,14840.83,16580,19650,22670,25490,30070,30940,4.3,17182695.44,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)MB
w120-s2-write-5,write,2439,9756000000,64,15275.52,15218.79,17230,21190,24240,26550,30070,30950,4.19,16760304.68,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)MB
w120-s2-write-6,write,3119,12476000000,64,12146.33,12087.37,12110,15730,20020,24350,30070,30950,5.27,21075588.5,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)MB
w121-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w121-s2-write-1,write,2308,9232000000,64,16266.09,16202.96,18220,23330,27230,29390,30170,31440,3.94,15740569.58,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)MB
w121-s2-write-2,write,2491,9964000000,64,15173.96,15120.56,16350,20830,24280,27030,30080,31170,4.22,16873012.08,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)MB
w121-s2-write-3,write,2359,9436000000,64,15943.33,15885.83,17800,22420,26430,29030,30120,31450,4.01,16055173.26,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)MB
w121-s2-write-4,write,2386,9544000000,64,15814.27,15764.75,17490,22020,25820,30050,30080,32310,4.05,16192354.01,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)MB
w121-s2-write-5,write,2337,9348000000,64,16111.66,16059.24,17650,22080,26350,30060,30080,32150,3.97,15889066.12,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)MB
w121-s2-write-6,write,2422,9688000000,64,15596.52,15544.52,17220,21810,25670,28790,30080,30950,4.1,16413022.48,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)MB
w122-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w122-s2-write-1,write,130082,15523584000,64,294.99,294.08,150,310,610,2110,2120,2950,216.84,25876774.11,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(128)KB
w122-s2-write-2,write,121171,14346624000,64,316.68,315.77,150,330,690,2110,2120,4470,201.99,23915330.09,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(128)KB
w122-s2-write-3,write,121632,14369280000,64,315.47,314.57,150,330,680,2110,2120,2920,202.77,23953746.77,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(128)KB
w122-s2-write-4,write,120309,14201344000,64,318.69,317.84,150,330,700,2110,2120,3180,200.58,23673110.1,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(128)KB
w122-s2-write-5,write,121731,14419584000,64,314.97,314.12,150,330,690,2110,2120,4380,202.95,24036932.11,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(128)KB
w122-s2-write-6,write,129977,15511552000,64,294.98,294.12,150,310,610,2110,2120,3180,216.69,25856770.53,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(128)KB
w123-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) cprefix=s3bucket containers=r(1-60) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-60)
w123-s2-write-1,write,1957449,7794580000,64,19.51,19.51,10,20,20,30,50,2380,3262.48,12991115.56,100%,100% cprefix=s3bucket containers=r(1-10) objects=r(1-1000) sizes=c(4)KB
w123-s2-write-2,write,18176,0,64,2108.84,2108.84,2110,2110,2120,2120,2140,2380,30.35,0,100%,100% cprefix=s3bucket containers=r(11-20) objects=r(1001-2000) sizes=c(4)KB
w123-s2-write-3,write,18176,0,64,2108.79,2108.79,2110,2110,2120,2120,2140,2380,30.35,0,100%,100% cprefix=s3bucket containers=r(21-30) objects=r(2001-3000) sizes=c(4)KB
w123-s2-write-4,write,18176,0,64,2108.86,2108.86,2110,2110,2120,2120,2140,2390,30.35,0,100%,100% cprefix=s3bucket containers=r(31-40) objects=r(3001-4000) sizes=c(4)KB
w123-s2-write-5,write,18176,0,64,2108.8,2108.8,2110,2110,2120,2120,2140,2380,30.35,0,100%,100% cprefix=s3bucket containers=r(41-50) objects=r(4001-5000) sizes=c(4)KB
w123-s2-write-6,write,18176,0,64,2108.79,2108.79,2110,2110,2120,2120,2140,2380,30.35,0,100%,100% cprefix=s3bucket containers=r(51-60) objects=r(5001-6000) sizes=c(4)KB
w124-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w124-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w124-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w124-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w124-s1-read-5,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w124-s1-read-6,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w125-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w125-s2-write-1,write,620,0,31,2046.83,2046.83,2110,2120,2120,2140,2190,2250,15.14,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(128)KB
w125-s2-write-2,write,640,0,32,2048.4,2048.4,2110,2120,2130,2160,2200,2260,15.62,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(128)KB
w125-s2-write-3,write,660,0,33,2048.75,2048.75,2110,2120,2130,2160,2220,2250,16.11,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(128)KB
w125-s2-write-4,write,1280,0,64,2049.39,2049.39,2120,2120,2130,2160,2210,2240,31.23,0,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(128)KB
w125-s2-write-5,write,1280,0,64,2050.21,2050.21,2120,2120,2130,2150,2200,2250,31.21,0,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(128)KB
w125-s2-write-6,write,1280,0,64,2050.37,2050.37,2110,2120,2130,2150,2210,2250,31.21,0,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(128)KB
w126-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w126-s2-write-1,write,2437,0,31,2104.39,2104.39,2120,2120,2120,2130,2800,2890,14.73,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(128)KB
w126-s2-write-2,write,2517,0,32,2103.21,2103.21,2120,2120,2120,2140,2780,2860,15.21,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(128)KB
w126-s2-write-3,write,2593,0,33,2105.49,2105.49,2120,2120,2120,2140,2800,2860,15.67,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(128)KB
w127-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w127-s2-write-1,write,6568,0,31,2101.01,2101.01,2110,2120,2120,2120,2140,2200,14.75,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(128)KB
w127-s2-write-2,write,6779,0,32,2101.27,2101.27,2110,2120,2120,2120,2150,2200,15.23,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(128)KB
w127-s2-write-3,write,2329,0,11,2102.44,2102.44,2110,2120,2120,2120,2150,2200,5.23,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(128)KB
w128-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w128-s2-write-1,write,102903,12044672000,64,372.66,371.76,210,440,980,2110,2120,2910,171.59,20082442.63,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(128)KB
w128-s2-write-2,write,98065,11389056000,64,391.04,390.14,210,470,1250,2110,2120,5550,163.53,18989977.11,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(128)KB
w128-s2-write-3,write,95898,11075328000,64,399.9,399,220,480,1520,2110,2120,3590,159.9,18464707.45,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(128)KB
w128-s2-write-4,write,162689,20824192000,64,235.86,234.76,200,350,550,760,1380,5080,271.22,34716554.18,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(128)KB
w128-s2-write-5,write,161820,20712960000,64,237.12,236.02,200,350,550,770,1380,5810,269.79,34532929.82,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(128)KB
w128-s2-write-6,write,162233,20765824000,64,236.52,235.41,190,350,550,770,1390,8100,270.48,34620913.85,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(128)KB
w129-s1-read-1,read,2767,354176000,1,51.87,41.21,50,70,110,160,300,690,19.27,2466217.77,99.96%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w129-s1-read-2,read,11111,1422208000,4,51.68,41.98,50,80,120,180,300,620,77.36,9902280.66,99.97%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w129-s1-read-3,read,22576,2889728000,8,50.87,40.73,50,70,110,170,290,500,157.2,20121020.37,99.96%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w130-s1-read-1,read,416588,53323264000,33,23.75,23.62,20,30,60,100,200,2090,1388.76,177760777.18,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w130-s1-read-2,read,359398,46002944000,32,26.7,26.5,20,40,70,110,200,2080,1198.06,153351873.62,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w130-s1-read-3,read,355987,45566336000,31,26.11,25.91,20,40,70,110,200,2080,1186.68,151894473.59,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w130-s1-read-4,read,534169,68373632000,64,35.93,33.1,30,50,80,140,260,2080,1780.72,227931888.97,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w130-s1-read-5,read,523008,66945024000,64,36.7,33.96,30,50,90,150,250,2060,1743.47,223164528.08,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w130-s1-read-6,read,521964,66811392000,64,36.77,34.11,30,50,90,140,270,2070,1740.03,222723371.59,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w136-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-30) containers=r(1-30) containers=r(1-30) containers=r(1-30) objects=r(0-0) sizes=c(0)B containers=r(1-30)
w136-s1-init-2,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(31-60) containers=r(31-60) containers=r(31-60) containers=r(31-60) objects=r(0-0) sizes=c(0)B containers=r(31-60)
w136-s2-write-1,write,170986,683944000,80,140.1,140.06,20,180,640,720,900,2000,570.55,2282199.66,100%,100% containers=r(1-10) objects=r(1-1000) sizes=c(4)KB
w136-s2-write-2,write,266413,1065652000,80,89.93,89.89,30,110,380,520,670,1150,888.48,3553911,100%,100% containers=r(11-20) objects=r(1001-2000) sizes=c(4)KB
w136-s2-write-3,write,215308,861232000,80,111.19,111.15,20,30,240,1000,1110,1700,718.79,2875167.4,100%,100% containers=r(21-30) objects=r(2001-3000) sizes=c(4)KB
w136-s2-write-4,write,231646,926584000,80,103.36,103.32,20,30,360,880,990,1600,773.15,3092595.56,100%,100% containers=r(31-40) objects=r(3001-4000) sizes=c(4)KB
w136-s2-write-5,write,262796,1051184000,80,91.1,91.06,20,30,230,800,910,1680,877.07,3508263.89,100%,100% containers=r(41-50) objects=r(4001-5000) sizes=c(4)KB
w136-s2-write-6,write,267526,1070104000,80,89.51,89.47,30,110,290,530,770,1380,892.65,3570613.29,100%,100% containers=r(51-60) objects=r(5001-6000) sizes=c(4)KB
w138-s1-read-1,read,216873,867492000,41,46.44,7.08,50,50,60,60,80,1090,369.81,1479226.96,99.54%,100% containers=r(1-10) objects=r(1-1000) timeout=30000
w138-s1-read-2,read,210875,843500000,40,46.59,7.23,50,50,60,60,80,170,358.72,1434877.27,99.54%,100% containers=r(11-20) objects=r(1001-2000) timeout=30000
w138-s1-read-3,read,205437,821748000,39,46.62,7.26,50,50,60,60,80,170,349.6,1398384.29,99.55%,100% containers=r(21-30) objects=r(2001-3000) timeout=30000
w139-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w139-s2-write-1,write,837,0,31,2074.02,2074.02,2110,2120,2130,2180,2640,2690,14.93,0,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w139-s2-write-2,write,864,0,32,2074,2074,2110,2120,2130,2170,2640,2710,15.41,0,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w139-s2-write-3,write,891,0,33,2073.7,2073.7,2110,2120,2130,2170,2630,2680,15.9,0,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w139-s2-write-4,write,837,0,31,2073.75,2073.75,2110,2120,2130,2170,2650,2690,14.93,0,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w139-s2-write-5,write,864,0,32,2074.44,2074.44,2110,2120,2130,2170,2650,2700,15.41,0,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w139-s2-write-6,write,891,0,33,2073.77,2073.77,2110,2120,2130,2170,2650,2690,15.9,0,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w140-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w140-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w140-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w140-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w140-s1-read-5,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w140-s1-read-6,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w141-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w141-s2-write-1,write,492238,1933548000,64,77.04,74.17,20,30,40,90,2110,85900,820.46,3222707.39,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w141-s2-write-2,write,329221,1279812000,64,115.56,111.23,20,30,40,100,2110,76250,548.75,2133102.37,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w141-s2-write-3,write,798816,3157700000,64,47.64,46.35,20,20,30,40,2110,76250,1331.44,5263029.54,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w141-s2-write-4,write,360992,1407988000,64,105.32,101.49,20,30,40,110,2110,83660,601.71,2346771.31,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w141-s2-write-5,write,541974,2131312000,64,70.31,68.44,20,30,50,120,2110,76250,903.36,3552371.31,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w141-s2-write-6,write,571597,2248604000,64,66.61,65.09,20,30,40,100,2110,83660,952.75,3747922.71,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w142-s1-init-1,init-write,0,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) cprefix=s3bucket containers=r(1-4200) objects=r(0-0) sizes=c(0)B cprefix=s3bucket containers=r(1-4200)
w142-s2-write-1,write,348637,1358632000,64,109.22,107.71,30,50,60,100,2110,83610,581.13,2264545.91,100%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) sizes=c(4)KB
w142-s2-write-2,write,280272,1084176000,64,135.82,131.95,30,50,70,100,2110,76260,467.17,1807043.68,100%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) sizes=c(4)KB
w142-s2-write-3,write,347635,1352892000,64,109.53,106.81,40,50,60,100,2110,76250,579.54,2255302.56,100%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) sizes=c(4)KB
w142-s2-write-4,write,313490,1218312000,64,121.31,117.58,40,50,70,110,2110,76260,522.63,2030998.9,100%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) sizes=c(4)KB
w142-s2-write-5,write,330845,1286636000,64,115.11,112.11,30,50,60,100,2110,76260,551.52,2144717.35,100%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) sizes=c(4)KB
w142-s2-write-6,write,316861,1229928000,64,120.15,114.9,30,50,60,100,2110,85800,528.18,2050083.01,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) sizes=c(4)KB
w143-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w143-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w143-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w143-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w143-s1-read-5,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w143-s1-read-6,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w144-s1-read-1,read,128196,512784000,49,42.12,2.16,50,50,50,50,50,120,427.34,1709363.26,96.68%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w144-s1-read-2,read,106776,427104000,47,42.14,2.19,50,50,50,50,50,130,355.94,1423761.64,95.92%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w144-s1-read-3,read,149527,598108000,54,42.13,2.17,50,50,50,50,50,130,498.45,1993782.27,96.96%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w144-s1-read-4,read,85477,341908000,43,42.11,2.15,50,50,50,50,50,110,284.94,1139748.74,95.1%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w144-s1-read-5,read,42409,169636000,38,42.44,2.5,50,50,50,50,50,12840,141.37,565467.16,90.32%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w144-s1-read-6,read,199369,797476000,61,42.13,2.17,50,50,50,50,50,130,664.6,2658387.83,97.7%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w145-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w145-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w145-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w145-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w145-s1-read-5,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w145-s1-read-6,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w146-s1-read-1,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w146-s1-read-2,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w146-s1-read-3,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w146-s1-read-4,read,0,0,31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w146-s1-read-5,read,0,0,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w146-s1-read-6,read,0,0,33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w147-s1-read-1,read,121078,484312000,32,42.11,3.09,50,50,50,50,50,130,403.61,1614454.04,98.27%,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w147-s1-read-2,read,113964,455856000,32,42.11,3.08,50,50,50,50,50,130,379.91,1519647.29,98.05%,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w147-s1-read-3,read,106845,427380000,32,42.11,3.08,50,50,50,50,50,130,356.18,1424711.47,97.79%,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
w147-s1-read-4,read,121091,484364000,32,42.11,3.08,50,50,50,50,50,130,403.67,1614672.37,98.27%,100% cprefix=s3bucket containers=r(2101-2800) objects=r(301-400) timeout=30000
w147-s1-read-5,read,113969,455876000,32,42.11,3.08,50,50,50,50,50,130,379.92,1519687.98,98.05%,100% cprefix=s3bucket containers=r(2801-3500) objects=r(401-500) timeout=30000
w147-s1-read-6,read,106812,427248000,32,42.12,3.11,50,50,50,50,50,140,356.07,1424282.17,97.79%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w148-s1-read-1,read,0,0,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1-700) objects=r(1-100) timeout=30000
w148-s1-read-2,read,0,0,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(701-1400) objects=r(101-200) timeout=30000
w148-s1-read-3,read,0,0,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% cprefix=s3bucket containers=r(1401-2100) objects=r(201-300) timeout=30000
